Resource,Column 8,Path,Min,Max,Max,Description,Available / Missing in KNHTS,Notes,Update Concept ID,Valueset URL,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19
MedicationRequest,,MedicationRequest.route.coding,0,*,Coding,Code defined by a terminology system,Missing,,No,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.route.coding.system,1,1,uri,Identity of the terminology system,,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.route.coding.code,0,1,code,Symbol in syntax defined by the system,Missing,,No,https://example.com/fhir/ValueSet/route-of-administration,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.route.coding.display,0,1,string,Representation defined by the system,,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.doseAndRate.doseRange,,,Range,,,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.doseAndRate.doseQuantity,,,Quantity,Amount of medication per dose,,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.doseAndRate.dose[x]:doseQuantity.value,0,1,decimal,Numerical value (with implicit precision),,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.doseAndRate.dose[x]:doseQuantity.unit,1,1,string,Unit representation,,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.doseAndRate.dose[x]:doseQuantity.system,1,1,uri,System that defines coded unit form,,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.doseAndRate.dose[x]:doseQuantity.code,0,1,code,Coded form of the unit,Missing,,No,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.doseAndRate.dose[x]:doseRange.low.value,0,1,decimal,Numerical value (with implicit precision),,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.doseAndRate.dose[x]:doseRange.low.unit,0,1,string,Unit representation,,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.doseAndRate.dose[x]:doseRange.low.system,0,1,uri,"System that defines coded unit form
",,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.doseAndRate.dose[x]:doseRange.low.code,0,1,code,Coded form of the unit,Missing,,No,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.doseAndRate.dose[x]:doseRange.high.value,0,1,decimal,Numerical value (with implicit precision),,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.doseAndRate.dose[x]:doseRange.high.unit,0,1,string,Unit representation,,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.doseAndRate.dose[x]:doseRange.high.system,0,1,uri,System that defines coded unit form,,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.doseAndRate.dose[x]:doseRange.high.code,0,1,code,Coded form of the unit,Missing,,No,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.dispenseRequest.validityPeriod.start,1,1,dateTime,Starting time with inclusive boundary,,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.dispenseRequest.validityPeriod.end,1,1,dateTime,"End time with inclusive boundary, if not ongoing",,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.dispenseRequest.numberOfRepeatsAllowed,1,1,unsignedInt,Number of refills authorized,,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.dispenseRequest.quantity.value,1,1,decimal,Numerical value (with implicit precision),,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.dispenseRequest.quantity.unit,1,1,string,Unit representation,,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.dispenseRequest.quantity.system,1,1,uri,System that defines coded unit form,,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.dispenseRequest.quantity.code,0,1,code,Coded form of the unit,Missing,,No,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.dispenseRequest.expectedSupplyDuration,0,1,Duration,Number of days supply per dispense,,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.substitution,0,1,BackboneElement,Any restrictions on medication substitution,,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.substitution.Slices for allowed[x].allowedBoolean,,,boolean,,,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.substitution.Slices for allowed[x].allowedCodeableConcept,0,1,CodeableConcept,,Missing,,No,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.substitution.Slices for allowed[x]. allowed[x]:allowedBoolean,0,1,boolean,Whether substitution is allowed or not',,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.substitution.reason,0,1,CodeableConcept,"Why should (not) substitution be made
Binding: SubstanceAdminSubstitutionReason (example): A coded concept describing the reason that a different medication should (or should not) be substituted from what was prescribed.",Missing,,No,http://terminology.hl7.org/ValueSet/v3-SubstanceAdminSubstitutionReason,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.priorPrescription,0,1,Reference(Medication,An order/prescription that is being replaced,,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.detectedIssue,0,*,Reference(DetectedIssue),Clinical Issue with action,,,,,,,,,,,,,,,,,,,,,,
MedicationRequest,,MedicationRequest.eventHistory,0,*,Reference(Provenance),A list of events of interest in the lifecycle,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.implicitRules,0,1,uri ,A set of Rules under which this content was created ,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.identifier,1,1,identifier,External ids for this condition ,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.ClinicalStatus,1,1,CodeableConcept,active | recurrence | relapse | inactive | remission | resolved,Available & Incomplete,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/CONDITION-CLINICAL-STATUS/,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.ClinicalStatus.id,0,0,string,Unique id for inter-element referencing,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.ClinicalStatus.extension,0,0,Extension,Additional content defined by implementations,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.ClinicalStatus.coding,1,1,Coding,Code defined by a terminology system,Missing,,No,https://hl7.org/fhir/R4/datatypes.html#Coding,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.ClinicalStatus.coding.id,0,0,string,Unique id for inter-element referencing,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.ClinicalStatus.coding.extension,0,0,Extension,Additional content defined by implementations,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.ClinicalStatus.coding.system,1,1,uri,Identity of the terminology system,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.ClinicalStatus.coding.version,0,0,string,Version of the system - if relevant,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.ClinicalStatus.coding.code,1,1,code,Symbol in syntax defined by the system,Missing,,No,https://build.fhir.org/datatypes-definitions.html#Coding.code,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.ClinicalStatus.coding.display,0,0,string,Representation defined by the system,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.ClinicalStatus.coding.userSelected,0,0,boolean,If this coding was chosen directly by the user,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.ClinicalStatus.text,0,0,string,Plain text representation of the concept,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.verificationStatus,1,1,CodeableConcept,unconfirmed | provisional | differential | confirmed | refuted | entered-in-error,Available,,No,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/CONDITION-VERIFICATION-STATUS/,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.Category,1,1,CodeableConcept,problem-list-item | encounter-diagnosis,Available & Incomplete,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/CONDITION-CATEGORY/,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.Category.id,0,0,string,Unique id for inter-element referencing,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.Category.extension,0,0,Extension,Additional content defined by implementations,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.Category.coding,1,1,coding,Code defined by a terminology system,Missing,,Yes,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.Category.coding.id,0,0,string,Unique id for inter-element referencing,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.Category.coding.extension,0,0,Extension,Additional content defined by implementations,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.Category.coding.system,1,1,uri,Identity of the terminology system,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.Category.coding.display,0,0,string ,Representation defined by the system,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.Category.coding.version,0,0,string,Version of the system - if relevant,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.Category.coding.userSelected,0,0,boolean,If this coding was chosen directly by the user,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.Category.coding.code,1,1,code ,Symbol in syntax defined by the system,Missing,,Yes,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.Category.text,0,0,string,Plain text representation of the concept,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.Severity,0,1,CodeableConcept,Subjective severity of condition,Missing,,No,http://hl7.org/fhir/ValueSet/condition-severity,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.code,1,1,CodeableConcept,"Identification of the condition, problem or diagnosis",Available & Incomplete,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/CONDITION-CODES/,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.bodySite,0,*,CodeableConcept,"Anatomical location, if relevant",Available,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/INSTITUTIONAL-BODY-SITE/,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.subject,1,1,Reference(Patient Profile),Who has the condition?,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.encounter,1,1,Reference(Encounter),Encounter created as part of,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.onset[x],1,1,,"Estimated or actual date, date-time, or age",,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.onset[x].onsetDateTime,,,dateTime,,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.onset[x].onsetAge,,,Age,,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.onset[x].onsetPeriod,,,Period,,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.onset[x].onsetRange,,,Range,,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.onset[x].onsetString,,,String,,,,,,,,,,,,,,,,,,,,,,,
ConditionDiagnosis,,Condition.recorder,1,1,Reference(Practitioner Profile),Who recorded the condition,,,,,,,,,,,,,,,,,,,,,,
DiagnosticReport,,DiagonsticReport.implicitRules,0,1,uri,A set of  rules under which this content was created ,,,,,,,,,,,,,,,,,,,,,,
DiagnosticReport,,DiagonsticReport.status,1,1,code,registered | partial | preliminary | final +,Missing,,No,http://hl7.org/fhir/ValueSet/diagnostic-report-status,,,,,,,,,,,,,,,,,,
DiagnosticReport,,DiagonsticReport.category,1,*,codeableConcept,​Service category,,,,,,,,,,,,,,,,,,,,,,
DiagnosticReport,,DiagonsticReport.code,1,1,codeableConcept,Name/Code for this diagnostic report,Missing,,No,http://hl7.org/fhir/ValueSet/report-codes,,,,,,,,,,,,,,,,,,
DiagnosticReport,,DiagonsticReport.subject,1,1,Reference(Patient),"The subject of the report - usually, but not always, the patient",,,,,,,,,,,,,,,,,,,,,,
DiagnosticReport,,DiagonsticReport.encounter,0,1,Reference(Encounter),Health care event when test ordered,,,,,,,,,,,,,,,,,,,,,,
DiagnosticReport,,DiagonsticReport.effective[x],1,1,,Clinically relevant time/time-period for report,,,,,,,,,,,,,,,,,,,,,,
DiagnosticReport,,DiagonsticReport.effective[x].effectiveDateTime,,,dateTime,,,,,,,,,,,,,,,,,,,,,,,
DiagnosticReport,,DiagonsticReport.effective[x].effectivePeriod,,,Period,,,,,,,,,,,,,,,,,,,,,,,
DiagnosticReport,,DiagonsticReport.issued,0,1,instant,Clinically relevant time/time-period for report,,,,,,,,,,,,,,,,,,,,,,
DiagnosticReport,,DiagonsticReport.performer,1,*,Reference(Practitioner | PractitionerRole | Organization),Responsible Diagnostic Service,,,,,,,,,,,,,,,,,,,,,,
DiagnosticReport,,DiagonsticReport.resultsInterpreter,0,*,Reference(Practitioner | PractitionerRole | Organization | CareTeam),Primary result interpreter,,,,,,,,,,,,,,,,,,,,,,
DiagnosticReport,,DiagonsticReport.result ,1,*,Reference(Observation) ,Observations,,,,,,,,,,,,,,,,,,,,,,
DiagnosticReport,,DiagonsticReport.conclusion,0,1,string ,Clinical conclusion (interpretation) of test results,,,,,,,,,,,,,,,,,,,,,,
DiagnosticReport,,DiagonsticReport.ConclisionCode,0,*,codeableConcept,Codes for the clinical conclusion of test results,Missing,,No,http://hl7.org/fhir/ValueSet/clinical-findings,,,,,,,,,,,,,,,,,,
DiagnosticReport,,DiagonsticReport.presentedForm,0,*,Attachement ,Entire report as issued,,,,,,,,,,,,,,,,,,,,,,
MedicationStatement,,MedicationStatement.implicitRules,0,1,uri,A set of rules under which this content was created,,,,,,,,,,,,,,,,,,,,,,
MedicationStatement,,MedicationStatement.identifier,0,1,Identifier,External identifier,,,,,,,,,,,,,,,,,,,,,,
MedicationStatement,,MedicationStatement.basedOn,0,1,Reference(MedicationRequest|Careplan|ServiceRequest),"Fulfils plan, proposal or order",,,,,,,,,,,,,,,,,,,,,,
MedicationStatement,,MedicationStatement.status,1,1,code,"active | completed | entered-in-error | intended | stopped | on-hold | unknown | not-taken
Binding: Medication Status Codes (required): A coded concept indicating the current status of a MedicationStatement",,,,http://hl7.org/fhir/ValueSet/medication-statement-status,,,,,,,,,,,,,,,,,,
MedicationStatement,,MedicationStatement.statusReason,0,1,CodeableConcept,"Reason for current status
Binding: SNOMEDCTDrugTherapyStatusCodes (example): A coded concept indicating the reason for the status of the statement.",,,,http://hl7.org/fhir/ValueSet/reason-medication-status-codes,,,,,,,,,,,,,,,,,,
MedicationStatement,,MedicationStatement.Slices for medication[x],1,1,CodeableConcept,"What medication was taken
Slice: Unordered, Closed by type:$this
Binding: SNOMEDCTMedicationCodes (example): A coded concept identifying the substance or product being taken.",,,,http://hl7.org/fhir/ValueSet/medication-codes,,,,,,,,,,,,,,,,,,
MedicationStatement,,MedicationStatement.Slices for medication[x].medication[x]:medicationCodeableConcept,1,1,CodeableConcept,"What medication was taken
Binding: SNOMEDCTMedicationCodes (example): A coded concept identifying the substance or product being taken.",,,,http://hl7.org/fhir/ValueSet/medication-codes,,,,,,,,,,,,,,,,,,
MedicationStatement,,MedicationStatement.subject,1,1,Reference(Patient | Group),Who is/was taking the medication,,,,,,,,,,,,,,,,,,,,,,
MedicationStatement,,MedicationStatement.Slices for effective[x],0,1,,"The date/time or interval when the medication is/was/will be taken
Slice: Unordered, Open by type:$this",,,,,,,,,,,,,,,,,,,,,,
MedicationStatement,,MedicationStatement.Slices for effective[x].effectiveDateTime,,,dateTime,,,,,,,,,,,,,,,,,,,,,,,
MedicationStatement,,MedicationStatement.Slices for effective[x].effectivePeriod,,,Period,,,,,,,,,,,,,,,,,,,,,,,
MedicationStatement,,MedicationStatement.Slices for effective[x].effective[x]:effectivePeriod,0,1,Period,The date/time or interval when the medication is/was/will be taken,,,,,,,,,,,,,,,,,,,,,,
MedicationStatement,,MedicationStatement.Slices for effective[x].effective[x]:effectivePeriod.start,1,1,dateTime,Starting time with inclusive boundary,,,,,,,,,,,,,,,,,,,,,,
MedicationStatement,,MedicationStatement.reasonCode,1,*,CodeableConcept,"Reason for why the medication is being/was taken
Binding: Condition/Problem/DiagnosisCodes (example): A coded concept identifying why the medication is being taken.",,,,http://hl7.org/fhir/ValueSet/condition-code,,,,,,,,,,,,,,,,,,
MedicationStatement,,MedicationStatement.reasonReference,1,*,Reference(Condition | Observation | DiagnosticReport),Condition or observation that supports why the medication is being/was taken,,,,,,,,,,,,,,,,,,,,,,
Organization,,Organization.implicitRules,0,1,uri,A set of rules under which this content was created,,,,,,,,,,,,,,,,,,,,,,
Organization,,Organization.identifier,0,1,Identifier,Identifies this organization across multiple systems,,,,,,,,,,,,,,,,,,,,,,
Organization,,Organization.identifier.use,1,1,Code ,usual | official | temp | secondary | old (If known),,,,http://hl7.org/fhir/ValueSet/identifier-use,,,,,,,,,,,,,,,,,,
Organization,,Organization.identifier.type,0,1,CodeableConcept,Description of identifier,,,,http://hl7.org/fhir/ValueSet/identifier-type,,,,,,,,,,,,,,,,,,
Organization,,Organization.identifier.type.coding,0,*,Coding,Code defined by a terminology system,,,,,,,,,,,,,,,,,,,,,,
Organization,,Organization.identifier.type.coding.system,1,1,uri,Identity of the terminology system,,,,,,,,,,,,,,,,,,,,,,
Organization,,Organization.identifier.type.coding.code,1,1,code,Symbol in syntax defined by the system,,,,,,,,,,,,,,,,,,,,,,
Organization,,Organization.identifier.type.coding.display,1,1,string,Representation defined by the system,,,,,,,,,,,,,,,,,,,,,,
Organization,,Organization.identifier.value,1,1,string,.g KMFL Value for this Facility,,,,,,,,,,,,,,,,,,,,,,
Organization,,Organization.active,1,1,boolean,Whether the organization's record is still in active use,,,,,,,,,,,,,,,,,,,,,,
Organization,,Organization.type,1,1,CodeableConcept,Kind of organization,,,,http://hl7.org/fhir/ValueSet/organization-type,,,,,,,,,,,,,,,,,,
Organization,,Organization.name,1,1,string,Name used for the organization,,,,,,,,,,,,,,,,,,,,,,
Organization,,Organization.address,0,*,Address,An address for the organization,,,,,,,,,,,,,,,,,,,,,,
Organization,,Organization.address.use,0,1,code,home | work | temp | old | billing - purpose of this address,,,,http://hl7.org/fhir/ValueSet/address-use,,,,,,,,,,,,,,,,,,
Organization,,Organization.address.city,1,1,string,Town/City,,,,,,,,,,,,,,,,,,,,,,
Organization,,Organization.address.district,1,1,string,District name (aka county),,,,,,,,,,,,,,,,,,,,,,
Organization,,Organization.address.district.state,1,1,string,Sub-unit of country (abbreviations ok),,,,,,,,,,,,,,,,,,,,,,
Organization,,Organization.address.district.country,0,1,string,Country (e.g. can be ISO 3166 2 or 3 letter code),,,,,,,,,,,,,,,,,,,,,,
Organization,,Organization.contact,0,*,BackboneElement,Contact for the organization for a certain purpose,,,,,,,,,,,,,,,,,,,,,,
Organization,,Organization.contact.telecom,1,1,ContactPoint,"Contact details (telephone, email, etc.) for a contact",,,,,,,,,,,,,,,,,,,,,,
Encounter,,Encounter ,0,*,Encounter,An interaction during which services are provided to the patient,,,,,,,,,,,,,,,,,,,,,,
Encounter,,Encounter.implicitRules,0,1,uri,A set of rules under which this content was created,,,,,,,,,,,,,,,,,,,,,,
Encounter,,Encounter.identifier,1,1,identifier,Identifier(s) by which this encounter is known,,,,,,,,,,,,,,,,,,,,,,
Encounter,,Encounter.status,1,1,code,planned | arrived | triaged | in-progress | onleave | finished | cancelled +,Available,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/ENCOUNTER-STATUS/,,,,,,,,,,,,,,,,,,
Encounter,,Encounter.class,1,1,coding,Classification of patient encounter,,,,http://terminology.hl7.org/ValueSet/v3-ActEncounterCode,,,,,,,,,,,,,,,,,,
Encounter,,Encounter.serviceType,0,1,CodeableConcept,Specific type of service,,,,https://example.com/fhir/ValueSet/service-type-vs,,,,,,,,,,,,,,,,,,
Encounter,,Encounter.priority,0,1,CodeableConcept,Indicates the urgency of the encounter,,,,http://terminology.hl7.org/ValueSet/v3-ActPriority,,,,,,,,,,,,,,,,,,
Encounter,,Encounter.subject,1,1,Reference(Patient),The patient or group present at the encounter,,,,,,,,,,,,,,,,,,,,,,
Encounter,,Encounter.period,1,1,Period,The start and end time of the encounter,,,,,,,,,,,,,,,,,,,,,,
Encounter,,Encounter.serviceProvider,1,1,Reference(Organization),The organization (facility) responsible for this encounter,,,,,,,,,,,,,,,,,,,,,,
PaymentNotice,,PaymentNotice.id,1,1,id ,"A unique identifier genreated by the source system to identify the organization resource. This ID must be unique within the bundle, and will be used to reference the organization resource when it is needed within other resources.",,,,,,,,,,,,,,,,,,,,,,
PaymentNotice,,PaymentNotice.meta,1,1,Meta,Metadata about a resource,,,,,,,,,,,,,,,,,,,,,,
PaymentNotice,,PaymentNotice.meta.profile,1,*,canonical(StructureDefinition),Profiles this resource claims to conform to,,,,,,,,,,,,,,,,,,,,,,
PaymentNotice,,PaymentNotice.implicitRules,0,1,uri,A set of rules under which this content was created,,,,,,,,,,,,,,,,,,,,,,
PaymentNotice,,PaymentNotice.identifier,1,1,Extension,A unique identifier assigned to this payment notice.,,,,,,,,,,,,,,,,,,,,,,
PaymentNotice,,PaymentNotice.status,1,1,identifier,The status of the resource instance.,,,,http://hl7.org/fhir/ValueSet/fm-status,,,,,,,,,,,,,,,,,,
PaymentNotice,,PaymentNotice.created,1,1,dateTime,The date when this resource was created,,,,,,,,,,,,,,,,,,,,,,
PaymentNotice,,PaymentNotice.provider,1,1,Reference(Organization Profile(,The practitioner who is responsible for the services rendered to the patient. Usually the same party as the .payee.,,,,,,,,,,,,,,,,,,,,,,
PaymentNotice,,PaymentNotice.payment,1,1,Reference(PaymentReconciliation),A reference to the payment which is the subject of this notice.,,,,,,,,,,,,,,,,,,,,,,
PaymentNotice,,PaymentNotice.paymentDate,1,1,date,The date when the above payment action occurred.,,,,,,,,,,,,,,,,,,,,,,
PaymentNotice,,PaymentNotice.payee,1,1,Reference(Organization Profile),The party who will receive or has received payment that is the subject of this notification.,,,,,,,,,,,,,,,,,,,,,,
PaymentNotice,,PaymentNotice.recipient,1,1,Reference(Organization),The party who is notified of the payment status,,,,,,,,,,,,,,,,,,,,,,
PaymentNotice,,PaymentNotice.amount,1,1,Money,The amount sent to the payee,,,,,,,,,,,,,,,,,,,,,,
PaymentNotice,,PaymentNotice.paymentStatus,1,1,CodeableConcept,A code indicating whether payment has been sent or cleared.,,,,http://hl7.org/fhir/ValueSet/payment-status,,,,,,,,,,,,,,,,,,
EpisodeOfCare,,EpisodeOfCare,0,*,EpisodeOfCare,An association of a Patient with an Organization and Healthcare Provider(s) for a period of time that the Organization assumes some level of responsibility,,,,,,,,,,,,,,,,,,,,,,
EpisodeOfCare,,EpisodeOfCare.implicitRules,0,1,uri,A set of rules under which this content was created,,,,,,,,,,,,,,,,,,,,,,
EpisodeOfCare,,EpisodeOfCare.status,1,1,code,planned | waitlist | active | onhold | finished | cancelled | entered-in-error,Available & Incomplete,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/EPISODE-OF-CARE-STATUS/,,,,,,,,,,,,,,,,,,
EpisodeOfCare,,EpisodeOfCare.statusHistory,0,*,BackboneElement,Past list of status codes (the current status may be included to cover the start date of the status),,,,,,,,,,,,,,,,,,,,,,
EpisodeOfCare,,EpisodeOfCare.statusHistory.status,1,1,code ,planned | waitlist | active | onhold | finished | cancelled | entered-in-error,Available & Incomplete,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/EPISODE-OF-CARE-STATUS/,,,,,,,,,,,,,,,,,,
EpisodeOfCare,,EpisodeOfCare.statusHistory.period,1,1,period,Duration the EpisodeOfCare was in the specified status,,,,,,,,,,,,,,,,,,,,,,
EpisodeOfCare,,EpisodeOfCare.type,1,*,CodeableConcept,"Type/class - e.g. specialist referral, disease management",Available,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/EPISODE-OF-CARE-TYPE/,,,,,,,,,,,,,,,,,,
EpisodeOfCare,,EpisodeOfCare.diagnosis,0,*,BackboneElement,The list of diagnosis relevant to this episode of care,,,,,,,,,,,,,,,,,,,,,,
EpisodeOfCare,,EpisodeOfCare.diagnosis.condition,1,1,Reference(Condition),Conditions/problems/diagnoses this episode of care is for,,,,,,,,,,,,,,,,,,,,,,
EpisodeOfCare,,EpisodeOfCare.diagnosis.role,0,1,CodeableConcept,"Role that this diagnosis has within the episode of care (e.g. admission, billing, discharge …)",Missing,,No,http://hl7.org/fhir/ValueSet/diagnosis-role,,,,,,,,,,,,,,,,,,
EpisodeOfCare,,EpisodeOfCare.patient,1,1,Reference(Patient),The patient who is the focus of this episode of care,,,,,,,,,,,,,,,,,,,,,,
EpisodeOfCare,,EpisodeOfCare.managingOrganization,1,1,Reference(Organization),Organization that assumes care,,,,,,,,,,,,,,,,,,,,,,
EpisodeOfCare,,EpisodeOfCare.period,1,1,period,Interval during responsibility is assumed,,,,,,,,,,,,,,,,,,,,,,
EpisodeOfCare,,EpisodeOfCare.refferalRequest,0,*,Reference(ServiceRequest),Originating Referral Request(s),,,,,,,,,,,,,,,,,,,,,,
EpisodeOfCare,,EpisodeOfCare.careManager,0,1,Reference(Practitioner | PractitionerRole),Care manager/care coordinator for the patient,,,,,,,,,,,,,,,,,,,,,,
EpisodeOfCare,,EpisodeOfCare.team,0,*,Reference(CareTeam),Other practitioners facilitating this episode of care,,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practictioner.implicitRules,0,1,uri,A set of rules under which this content was created,,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.identifier,1,1,,An identifier for the person as this agent,,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.identifier.use,1,1,code,usual | official | temp | secondary | old (If known),Available,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/IDENTIFIER-USE/,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.identifier.type,0,1,CodeableConcept,Description of identifier,Available,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/IDENTIFIER-TYPES/,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.identifier.type.coding,0,*,Coding,Code defined by a terminology system,,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.identifier.type.coding.system,1,1,uri,Identity of the terminology system,,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.identifier.type.coding.code,1,1,code,Symbol in syntax defined by the system,,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.identifier.type.coding.display,1,1,string,Representation defined by the system,,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.identifier.type.text,1,1,string,Plain text representation of the concept,,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.identifier.value,1,1,string,The value that is unique,,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.active,1,1,boolean,Whether this practitioner's record is in active use,,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.name,1,1,HumanName,The name(s) associated with the practitioner,,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.name.use,0,1,code,usual | official | temp | nickname | anonymous | old | maiden,Available,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/NAME-USE/,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.name.family,1,1,strig,Family name (often called 'Surname'),,,,,,,,,,,,,,,,,,,,,,
